date,theta0,theta1,theta2,theta3,lambda1,lambda2,raw_data_json
2024-05-14,0.771975,3.066816,-3.406987,6.8531,3.303475,10.763637,"{""date"": ""2024-05-14"", ""period"": ""14 May 2024"", ""beta0"": 0.771975, ""beta1"": 3.066816, ""beta2"": -3.406987, ""beta3"": 6.8531, ""tau1"": 3.303475, ""tau2"": 10.763637}"
2024-05-15,0.77941,3.072078,-3.631319,6.71912,3.310504,10.808541,"{""date"": ""2024-05-15"", ""period"": ""15 May 2024"", ""beta0"": 0.77941, ""beta1"": 3.072078, ""beta2"": -3.631319, ""beta3"": 6.71912, ""tau1"": 3.310504, ""tau2"": 10.808541}"
2024-05-16,0.760498,3.072049,-3.549809,6.717749,3.316609,10.764601,"{""date"": ""2024-05-16"", ""period"": ""16 May 2024"", ""beta0"": 0.760498, ""beta1"": 3.072049, ""beta2"": -3.549809, ""beta3"": 6.717749, ""tau1"": 3.316609, ""tau2"": 10.764601}"
2024-05-17,0.75967,3.08456,-3.25427,6.735828,3.250927,10.912687,"{""date"": ""2024-05-17"", ""period"": ""17 May 2024"", ""beta0"": 0.75967, ""beta1"": 3.08456, ""beta2"": -3.25427, ""beta3"": 6.735828, ""tau1"": 3.250927, ""tau2"": 10.912687}"
2024-05-20,0.732596,3.079149,-3.200197,6.849049,3.258736,10.857926,"{""date"": ""2024-05-20"", ""period"": ""20 May 2024"", ""beta0"": 0.732596, ""beta1"": 3.079149, ""beta2"": -3.200197, ""beta3"": 6.849049, ""tau1"": 3.258736, ""tau2"": 10.857926}"
2024-05-21,0.731621,3.077284,-3.252233,6.787897,3.27376,10.865027,"{""date"": ""2024-05-21"", ""period"": ""21 May 2024"", ""beta0"": 0.731621, ""beta1"": 3.077284, ""beta2"": -3.252233, ""beta3"": 6.787897, ""tau1"": 3.27376, ""tau2"": 10.865027}"
2024-05-22,0.741806,3.098448,-3.186511,6.795214,3.263808,10.926563,"{""date"": ""2024-05-22"", ""period"": ""22 May 2024"", ""beta0"": 0.741806, ""beta1"": 3.098448, ""beta2"": -3.186511, ""beta3"": 6.795214, ""tau1"": 3.263808, ""tau2"": 10.926563}"
2024-05-23,0.705077,3.06861,-3.397177,7.187662,3.673232,10.980621,"{""date"": ""2024-05-23"", ""period"": ""23 May 2024"", ""beta0"": 0.705077, ""beta1"": 3.06861, ""beta2"": -3.397177, ""beta3"": 7.187662, ""tau1"": 3.673232, ""tau2"": 10.980621}"
2024-05-24,0.723318,3.093294,-3.476686,7.184341,3.696305,10.937063,"{""date"": ""2024-05-24"", ""period"": ""24 May 2024"", ""beta0"": 0.723318, ""beta1"": 3.093294, ""beta2"": -3.476686, ""beta3"": 7.184341, ""tau1"": 3.696305, ""tau2"": 10.937063}"
2024-05-27,0.730494,3.048505,-3.428104,7.013305,3.604794,10.979413,"{""date"": ""2024-05-27"", ""period"": ""27 May 2024"", ""beta0"": 0.730494, ""beta1"": 3.048505, ""beta2"": -3.428104, ""beta3"": 7.013305, ""tau1"": 3.604794, ""tau2"": 10.979413}"
2024-05-28,0.717681,3.040728,-3.497593,7.186109,3.635882,10.804902,"{""date"": ""2024-05-28"", ""period"": ""28 May 2024"", ""beta0"": 0.717681, ""beta1"": 3.040728, ""beta2"": -3.497593, ""beta3"": 7.186109, ""tau1"": 3.635882, ""tau2"": 10.804902}"
2024-05-29,0.741884,3.05407,-3.471737,7.422883,3.621422,10.80521,"{""date"": ""2024-05-29"", ""period"": ""29 May 2024"", ""beta0"": 0.741884, ""beta1"": 3.05407, ""beta2"": -3.471737, ""beta3"": 7.422883, ""tau1"": 3.621422, ""tau2"": 10.80521}"
2024-05-30,0.733902,3.050407,-3.227928,7.365449,3.488365,10.894018,"{""date"": ""2024-05-30"", ""period"": ""30 May 2024"", ""beta0"": 0.733902, ""beta1"": 3.050407, ""beta2"": -3.227928, ""beta3"": 7.365449, ""tau1"": 3.488365, ""tau2"": 10.894018}"
2024-05-31,0.74133,3.07162,-3.119777,7.133733,3.435082,11.073637,"{""date"": ""2024-05-31"", ""period"": ""31 May 2024"", ""beta0"": 0.74133, ""beta1"": 3.07162, ""beta2"": -3.119777, ""beta3"": 7.133733, ""tau1"": 3.435082, ""tau2"": 11.073637}"
2024-06-03,0.727974,3.050546,-3.238265,7.1306,3.452538,10.928026,"{""date"": ""2024-06-03"", ""period"": ""03 Jun 2024"", ""beta0"": 0.727974, ""beta1"": 3.050546, ""beta2"": -3.238265, ""beta3"": 7.1306, ""tau1"": 3.452538, ""tau2"": 10.928026}"
2024-06-04,0.707864,3.031892,-3.15761,6.932657,3.403991,10.966434,"{""date"": ""2024-06-04"", ""period"": ""04 Jun 2024"", ""beta0"": 0.707864, ""beta1"": 3.031892, ""beta2"": -3.15761, ""beta3"": 6.932657, ""tau1"": 3.403991, ""tau2"": 10.966434}"
2024-06-05,0.717946,3.066081,-3.312248,6.881872,3.425409,10.955058,"{""date"": ""2024-06-05"", ""period"": ""05 Jun 2024"", ""beta0"": 0.717946, ""beta1"": 3.066081, ""beta2"": -3.312248, ""beta3"": 6.881872, ""tau1"": 3.425409, ""tau2"": 10.955058}"
2024-06-06,0.701024,3.034415,-3.475606,7.212791,3.673505,10.834583,"{""date"": ""2024-06-06"", ""period"": ""06 Jun 2024"", ""beta0"": 0.701024, ""beta1"": 3.034415, ""beta2"": -3.475606, ""beta3"": 7.212791, ""tau1"": 3.673505, ""tau2"": 10.834583}"
2024-06-07,0.710489,3.045542,-3.544179,7.387051,3.7849,10.691204,"{""date"": ""2024-06-07"", ""period"": ""07 Jun 2024"", ""beta0"": 0.710489, ""beta1"": 3.045542, ""beta2"": -3.544179, ""beta3"": 7.387051, ""tau1"": 3.7849, ""tau2"": 10.691204}"
2024-06-10,0.705886,3.044241,-3.339419,7.49621,3.631431,10.781198,"{""date"": ""2024-06-10"", ""period"": ""10 Jun 2024"", ""beta0"": 0.705886, ""beta1"": 3.044241, ""beta2"": -3.339419, ""beta3"": 7.49621, ""tau1"": 3.631431, ""tau2"": 10.781198}"
2024-06-11,0.686038,3.022425,-3.754781,7.844607,3.720831,10.652673,"{""date"": ""2024-06-11"", ""period"": ""11 Jun 2024"", ""beta0"": 0.686038, ""beta1"": 3.022425, ""beta2"": -3.754781, ""beta3"": 7.844607, ""tau1"": 3.720831, ""tau2"": 10.652673}"
2024-06-12,0.690721,3.028093,-4.198456,7.779539,3.865447,10.585904,"{""date"": ""2024-06-12"", ""period"": ""12 Jun 2024"", ""beta0"": 0.690721, ""beta1"": 3.028093, ""beta2"": -4.198456, ""beta3"": 7.779539, ""tau1"": 3.865447, ""tau2"": 10.585904}"
2024-06-13,0.664111,3.011908,-4.129689,7.800947,3.854312,10.615868,"{""date"": ""2024-06-13"", ""period"": ""13 Jun 2024"", ""beta0"": 0.664111, ""beta1"": 3.011908, ""beta2"": -4.129689, ""beta3"": 7.800947, ""tau1"": 3.854312, ""tau2"": 10.615868}"
2024-06-14,0.632126,2.990388,-4.503944,7.665401,3.812657,10.513664,"{""date"": ""2024-06-14"", ""period"": ""14 Jun 2024"", ""beta0"": 0.632126, ""beta1"": 2.990388, ""beta2"": -4.503944, ""beta3"": 7.665401, ""tau1"": 3.812657, ""tau2"": 10.513664}"
2024-06-17,0.611477,2.991586,-4.164605,7.697623,3.742726,10.468069,"{""date"": ""2024-06-17"", ""period"": ""17 Jun 2024"", ""beta0"": 0.611477, ""beta1"": 2.991586, ""beta2"": -4.164605, ""beta3"": 7.697623, ""tau1"": 3.742726, ""tau2"": 10.468069}"
2024-06-18,0.63149,2.981827,-4.119674,7.550542,3.720435,10.462493,"{""date"": ""2024-06-18"", ""period"": ""18 Jun 2024"", ""beta0"": 0.63149, ""beta1"": 2.981827, ""beta2"": -4.119674, ""beta3"": 7.550542, ""tau1"": 3.720435, ""tau2"": 10.462493}"
2024-06-19,0.6349,2.997193,-4.257844,7.636461,3.796168,10.489137,"{""date"": ""2024-06-19"", ""period"": ""19 Jun 2024"", ""beta0"": 0.6349, ""beta1"": 2.997193, ""beta2"": -4.257844, ""beta3"": 7.636461, ""tau1"": 3.796168, ""tau2"": 10.489137}"
2024-06-20,0.604284,2.972759,-4.36788,7.964326,3.971772,10.511871,"{""date"": ""2024-06-20"", ""period"": ""20 Jun 2024"", ""beta0"": 0.604284, ""beta1"": 2.972759, ""beta2"": -4.36788, ""beta3"": 7.964326, ""tau1"": 3.971772, ""tau2"": 10.511871}"
2024-06-21,0.602609,2.947903,-4.725092,8.133057,4.056544,10.516658,"{""date"": ""2024-06-21"", ""period"": ""21 Jun 2024"", ""beta0"": 0.602609, ""beta1"": 2.947903, ""beta2"": -4.725092, ""beta3"": 8.133057, ""tau1"": 4.056544, ""tau2"": 10.516658}"
2024-06-24,0.620417,2.96462,-5.086085,8.44467,4.200696,10.394432,"{""date"": ""2024-06-24"", ""period"": ""24 Jun 2024"", ""beta0"": 0.620417, ""beta1"": 2.96462, ""beta2"": -5.086085, ""beta3"": 8.44467, ""tau1"": 4.200696, ""tau2"": 10.394432}"
2024-06-25,0.609299,2.975136,-5.093716,8.40628,4.254917,10.655646,"{""date"": ""2024-06-25"", ""period"": ""25 Jun 2024"", ""beta0"": 0.609299, ""beta1"": 2.975136, ""beta2"": -5.093716, ""beta3"": 8.40628, ""tau1"": 4.254917, ""tau2"": 10.655646}"
2024-06-26,0.605721,2.960547,-4.866482,8.36575,4.19041,10.57586,"{""date"": ""2024-06-26"", ""period"": ""26 Jun 2024"", ""beta0"": 0.605721, ""beta1"": 2.960547, ""beta2"": -4.866482, ""beta3"": 8.36575, ""tau1"": 4.19041, ""tau2"": 10.57586}"
2024-06-27,0.573692,2.978141,-5.140208,8.684506,4.331755,10.517299,"{""date"": ""2024-06-27"", ""period"": ""27 Jun 2024"", ""beta0"": 0.573692, ""beta1"": 2.978141, ""beta2"": -5.140208, ""beta3"": 8.684506, ""tau1"": 4.331755, ""tau2"": 10.517299}"
2024-06-28,0.560139,2.97929,-5.500183,9.058723,4.383884,10.230933,"{""date"": ""2024-06-28"", ""period"": ""28 Jun 2024"", ""beta0"": 0.560139, ""beta1"": 2.97929, ""beta2"": -5.500183, ""beta3"": 9.058723, ""tau1"": 4.383884, ""tau2"": 10.230933}"
2024-07-01,0.569957,2.981707,-5.260036,9.230261,4.395703,10.167986,"{""date"": ""2024-07-01"", ""period"": ""01 Jul 2024"", ""beta0"": 0.569957, ""beta1"": 2.981707, ""beta2"": -5.260036, ""beta3"": 9.230261, ""tau1"": 4.395703, ""tau2"": 10.167986}"
2024-07-02,0.579348,2.98455,-5.467792,9.379292,4.518781,10.315633,"{""date"": ""2024-07-02"", ""period"": ""02 Jul 2024"", ""beta0"": 0.579348, ""beta1"": 2.98455, ""beta2"": -5.467792, ""beta3"": 9.379292, ""tau1"": 4.518781, ""tau2"": 10.315633}"
2024-07-03,0.58919,3.00471,-5.481827,9.333383,4.498095,10.283988,"{""date"": ""2024-07-03"", ""period"": ""03 Jul 2024"", ""beta0"": 0.58919, ""beta1"": 3.00471, ""beta2"": -5.481827, ""beta3"": 9.333383, ""tau1"": 4.498095, ""tau2"": 10.283988}"
2024-07-04,0.561311,3.005557,-5.323517,9.250589,4.506517,10.309826,"{""date"": ""2024-07-04"", ""period"": ""04 Jul 2024"", ""beta0"": 0.561311, ""beta1"": 3.005557, ""beta2"": -5.323517, ""beta3"": 9.250589, ""tau1"": 4.506517, ""tau2"": 10.309826}"
2024-07-05,0.500621,3.050958,-5.77944,9.730112,4.628326,10.206906,"{""date"": ""2024-07-05"", ""period"": ""05 Jul 2024"", ""beta0"": 0.500621, ""beta1"": 3.050958, ""beta2"": -5.77944, ""beta3"": 9.730112, ""tau1"": 4.628326, ""tau2"": 10.206906}"
2024-07-08,0.490915,3.051577,-5.636052,9.523312,4.492963,10.096187,"{""date"": ""2024-07-08"", ""period"": ""08 Jul 2024"", ""beta0"": 0.490915, ""beta1"": 3.051577, ""beta2"": -5.636052, ""beta3"": 9.523312, ""tau1"": 4.492963, ""tau2"": 10.096187}"
2024-07-09,0.480575,3.073881,-5.464669,9.452736,4.448105,10.103281,"{""date"": ""2024-07-09"", ""period"": ""09 Jul 2024"", ""beta0"": 0.480575, ""beta1"": 3.073881, ""beta2"": -5.464669, ""beta3"": 9.452736, ""tau1"": 4.448105, ""tau2"": 10.103281}"
2024-07-10,0.488309,3.088072,-5.840672,9.620127,4.535177,10.065163,"{""date"": ""2024-07-10"", ""period"": ""10 Jul 2024"", ""beta0"": 0.488309, ""beta1"": 3.088072, ""beta2"": -5.840672, ""beta3"": 9.620127, ""tau1"": 4.535177, ""tau2"": 10.065163}"
2024-07-11,0.467468,3.078093,-5.876954,9.588228,4.447996,10.100845,"{""date"": ""2024-07-11"", ""period"": ""11 Jul 2024"", ""beta0"": 0.467468, ""beta1"": 3.078093, ""beta2"": -5.876954, ""beta3"": 9.588228, ""tau1"": 4.447996, ""tau2"": 10.100845}"
2024-07-12,0.499309,3.086329,-6.206339,9.806789,4.544713,10.004072,"{""date"": ""2024-07-12"", ""period"": ""12 Jul 2024"", ""beta0"": 0.499309, ""beta1"": 3.086329, ""beta2"": -6.206339, ""beta3"": 9.806789, ""tau1"": 4.544713, ""tau2"": 10.004072}"
2024-07-15,0.472571,3.05132,-5.817103,9.597904,4.36757,9.984317,"{""date"": ""2024-07-15"", ""period"": ""15 Jul 2024"", ""beta0"": 0.472571, ""beta1"": 3.05132, ""beta2"": -5.817103, ""beta3"": 9.597904, ""tau1"": 4.36757, ""tau2"": 9.984317}"
2024-07-16,0.477044,3.065059,-5.759278,9.348962,4.315244,10.023945,"{""date"": ""2024-07-16"", ""period"": ""16 Jul 2024"", ""beta0"": 0.477044, ""beta1"": 3.065059, ""beta2"": -5.759278, ""beta3"": 9.348962, ""tau1"": 4.315244, ""tau2"": 10.023945}"
2024-07-17,0.484569,3.074727,-5.573776,9.130006,4.216136,10.005897,"{""date"": ""2024-07-17"", ""period"": ""17 Jul 2024"", ""beta0"": 0.484569, ""beta1"": 3.074727, ""beta2"": -5.573776, ""beta3"": 9.130006, ""tau1"": 4.216136, ""tau2"": 10.005897}"
2024-07-18,0.491483,3.067585,-5.688308,9.15434,4.22175,10.03468,"{""date"": ""2024-07-18"", ""period"": ""18 Jul 2024"", ""beta0"": 0.491483, ""beta1"": 3.067585, ""beta2"": -5.688308, ""beta3"": 9.15434, ""tau1"": 4.22175, ""tau2"": 10.03468}"
2024-07-19,0.490797,3.059377,-5.788892,9.484121,4.292052,10.062151,"{""date"": ""2024-07-19"", ""period"": ""19 Jul 2024"", ""beta0"": 0.490797, ""beta1"": 3.059377, ""beta2"": -5.788892, ""beta3"": 9.484121, ""tau1"": 4.292052, ""tau2"": 10.062151}"
2024-07-22,0.47398,3.069388,-5.367919,9.17605,4.145328,10.017595,"{""date"": ""2024-07-22"", ""period"": ""22 Jul 2024"", ""beta0"": 0.47398, ""beta1"": 3.069388, ""beta2"": -5.367919, ""beta3"": 9.17605, ""tau1"": 4.145328, ""tau2"": 10.017595}"
2024-07-23,0.475845,3.098399,-5.685445,9.329032,4.149815,9.967995,"{""date"": ""2024-07-23"", ""period"": ""23 Jul 2024"", ""beta0"": 0.475845, ""beta1"": 3.098399, ""beta2"": -5.685445, ""beta3"": 9.329032, ""tau1"": 4.149815, ""tau2"": 9.967995}"
2024-07-24,0.46999,3.09253,-5.888817,9.550947,4.118308,9.914917,"{""date"": ""2024-07-24"", ""period"": ""24 Jul 2024"", ""beta0"": 0.46999, ""beta1"": 3.09253, ""beta2"": -5.888817, ""beta3"": 9.550947, ""tau1"": 4.118308, ""tau2"": 9.914917}"
2024-07-25,0.442081,3.126605,-6.148546,9.752115,4.167265,9.980391,"{""date"": ""2024-07-25"", ""period"": ""25 Jul 2024"", ""beta0"": 0.442081, ""beta1"": 3.126605, ""beta2"": -6.148546, ""beta3"": 9.752115, ""tau1"": 4.167265, ""tau2"": 9.980391}"
2024-07-26,0.409489,3.121733,-5.820309,9.544025,4.146935,10.102761,"{""date"": ""2024-07-26"", ""period"": ""26 Jul 2024"", ""beta0"": 0.409489, ""beta1"": 3.121733, ""beta2"": -5.820309, ""beta3"": 9.544025, ""tau1"": 4.146935, ""tau2"": 10.102761}"
2024-07-29,0.393585,3.08143,-5.425898,9.145256,4.147898,10.234548,"{""date"": ""2024-07-29"", ""period"": ""29 Jul 2024"", ""beta0"": 0.393585, ""beta1"": 3.08143, ""beta2"": -5.425898, ""beta3"": 9.145256, ""tau1"": 4.147898, ""tau2"": 10.234548}"
2024-07-30,0.392059,3.062746,-5.697208,9.340138,4.098241,10.171408,"{""date"": ""2024-07-30"", ""period"": ""30 Jul 2024"", ""beta0"": 0.392059, ""beta1"": 3.062746, ""beta2"": -5.697208, ""beta3"": 9.340138, ""tau1"": 4.098241, ""tau2"": 10.171408}"
2024-07-31,0.391558,3.045137,-5.791535,9.330355,4.076647,10.030456,"{""date"": ""2024-07-31"", ""period"": ""31 Jul 2024"", ""beta0"": 0.391558, ""beta1"": 3.045137, ""beta2"": -5.791535, ""beta3"": 9.330355, ""tau1"": 4.076647, ""tau2"": 10.030456}"
2024-08-01,0.393062,3.06427,-6.085638,9.39897,4.080465,9.932895,"{""date"": ""2024-08-01"", ""period"": ""01 Aug 2024"", ""beta0"": 0.393062, ""beta1"": 3.06427, ""beta2"": -6.085638, ""beta3"": 9.39897, ""tau1"": 4.080465, ""tau2"": 9.932895}"
2024-08-02,0.339006,3.038029,-6.024223,9.302687,4.045639,10.028315,"{""date"": ""2024-08-02"", ""period"": ""02 Aug 2024"", ""beta0"": 0.339006, ""beta1"": 3.038029, ""beta2"": -6.024223, ""beta3"": 9.302687, ""tau1"": 4.045639, ""tau2"": 10.028315}"
2024-08-05,0.376171,3.074022,-2.35275,6.756314,2.176627,11.518171,"{""date"": ""2024-08-05"", ""period"": ""05 Aug 2024"", ""beta0"": 0.376171, ""beta1"": 3.074022, ""beta2"": -2.35275, ""beta3"": 6.756314, ""tau1"": 2.176627, ""tau2"": 11.518171}"
2024-08-06,0.442005,3.12545,-1.741139,6.384403,1.812473,11.936754,"{""date"": ""2024-08-06"", ""period"": ""06 Aug 2024"", ""beta0"": 0.442005, ""beta1"": 3.12545, ""beta2"": -1.741139, ""beta3"": 6.384403, ""tau1"": 1.812473, ""tau2"": 11.936754}"
2024-08-07,0.463988,3.101259,-1.767073,6.697981,1.932632,11.980254,"{""date"": ""2024-08-07"", ""period"": ""07 Aug 2024"", ""beta0"": 0.463988, ""beta1"": 3.101259, ""beta2"": -1.767073, ""beta3"": 6.697981, ""tau1"": 1.932632, ""tau2"": 11.980254}"
2024-08-08,0.44449,3.097082,-2.389588,6.958269,2.238626,11.457059,"{""date"": ""2024-08-08"", ""period"": ""08 Aug 2024"", ""beta0"": 0.44449, ""beta1"": 3.097082, ""beta2"": -2.389588, ""beta3"": 6.958269, ""tau1"": 2.238626, ""tau2"": 11.457059}"
2024-08-09,0.46497,3.0992,-2.229895,6.676997,2.104596,11.638788,"{""date"": ""2024-08-09"", ""period"": ""09 Aug 2024"", ""beta0"": 0.46497, ""beta1"": 3.0992, ""beta2"": -2.229895, ""beta3"": 6.676997, ""tau1"": 2.104596, ""tau2"": 11.638788}"
2024-08-12,0.470537,3.105528,-2.20764,6.67703,2.07516,11.614988,"{""date"": ""2024-08-12"", ""period"": ""12 Aug 2024"", ""beta0"": 0.470537, ""beta1"": 3.105528, ""beta2"": -2.20764, ""beta3"": 6.67703, ""tau1"": 2.07516, ""tau2"": 11.614988}"
2024-08-13,0.460979,3.102049,-2.252503,6.62545,2.064359,11.633183,"{""date"": ""2024-08-13"", ""period"": ""13 Aug 2024"", ""beta0"": 0.460979, ""beta1"": 3.102049, ""beta2"": -2.252503, ""beta3"": 6.62545, ""tau1"": 2.064359, ""tau2"": 11.633183}"
2024-08-14,0.466737,3.113175,-2.145142,6.520311,1.996259,11.658374,"{""date"": ""2024-08-14"", ""period"": ""14 Aug 2024"", ""beta0"": 0.466737, ""beta1"": 3.113175, ""beta2"": -2.145142, ""beta3"": 6.520311, ""tau1"": 1.996259, ""tau2"": 11.658374}"
2024-08-15,0.441737,3.106528,-2.005407,6.768428,2.103961,11.810181,"{""date"": ""2024-08-15"", ""period"": ""15 Aug 2024"", ""beta0"": 0.441737, ""beta1"": 3.106528, ""beta2"": -2.005407, ""beta3"": 6.768428, ""tau1"": 2.103961, ""tau2"": 11.810181}"
2024-08-16,0.442166,3.097529,-1.367846,6.551643,1.816693,12.367353,"{""date"": ""2024-08-16"", ""period"": ""16 Aug 2024"", ""beta0"": 0.442166, ""beta1"": 3.097529, ""beta2"": -1.367846, ""beta3"": 6.551643, ""tau1"": 1.816693, ""tau2"": 12.367353}"
2024-08-19,0.454371,3.094124,-1.362401,6.549995,1.789738,12.2348,"{""date"": ""2024-08-19"", ""period"": ""19 Aug 2024"", ""beta0"": 0.454371, ""beta1"": 3.094124, ""beta2"": -1.362401, ""beta3"": 6.549995, ""tau1"": 1.789738, ""tau2"": 12.2348}"
2024-08-20,0.464498,3.09097,-1.215055,6.440065,1.667513,12.382025,"{""date"": ""2024-08-20"", ""period"": ""20 Aug 2024"", ""beta0"": 0.464498, ""beta1"": 3.09097, ""beta2"": -1.215055, ""beta3"": 6.440065, ""tau1"": 1.667513, ""tau2"": 12.382025}"
2024-08-21,0.468789,3.099548,-0.670652,6.359427,1.367377,12.748647,"{""date"": ""2024-08-21"", ""period"": ""21 Aug 2024"", ""beta0"": 0.468789, ""beta1"": 3.099548, ""beta2"": -0.670652, ""beta3"": 6.359427, ""tau1"": 1.367377, ""tau2"": 12.748647}"
2024-08-22,0.436987,3.098598,0.369952,6.482922,1.009604,12.731677,"{""date"": ""2024-08-22"", ""period"": ""22 Aug 2024"", ""beta0"": 0.436987, ""beta1"": 3.098598, ""beta2"": 0.369952, ""beta3"": 6.482922, ""tau1"": 1.009604, ""tau2"": 12.731677}"
2024-08-23,0.431795,3.076175,-1.54763,6.661217,1.821483,11.779189,"{""date"": ""2024-08-23"", ""period"": ""23 Aug 2024"", ""beta0"": 0.431795, ""beta1"": 3.076175, ""beta2"": -1.54763, ""beta3"": 6.661217, ""tau1"": 1.821483, ""tau2"": 11.779189}"
2024-08-26,0.457703,3.069312,-1.453679,6.595957,1.725238,11.808496,"{""date"": ""2024-08-26"", ""period"": ""26 Aug 2024"", ""beta0"": 0.457703, ""beta1"": 3.069312, ""beta2"": -1.453679, ""beta3"": 6.595957, ""tau1"": 1.725238, ""tau2"": 11.808496}"
2024-08-27,0.472017,3.045771,-1.654323,6.74034,1.840138,11.706948,"{""date"": ""2024-08-27"", ""period"": ""27 Aug 2024"", ""beta0"": 0.472017, ""beta1"": 3.045771, ""beta2"": -1.654323, ""beta3"": 6.74034, ""tau1"": 1.840138, ""tau2"": 11.706948}"
2024-08-28,0.466606,3.049712,-1.10185,6.551303,1.554524,12.032211,"{""date"": ""2024-08-28"", ""period"": ""28 Aug 2024"", ""beta0"": 0.466606, ""beta1"": 3.049712, ""beta2"": -1.10185, ""beta3"": 6.551303, ""tau1"": 1.554524, ""tau2"": 12.032211}"
2024-08-29,0.485089,3.045968,-0.742521,6.547565,1.317773,12.095838,"{""date"": ""2024-08-29"", ""period"": ""29 Aug 2024"", ""beta0"": 0.485089, ""beta1"": 3.045968, ""beta2"": -0.742521, ""beta3"": 6.547565, ""tau1"": 1.317773, ""tau2"": 12.095838}"
2024-08-30,0.482439,3.014747,-1.331195,6.594669,1.655585,11.742546,"{""date"": ""2024-08-30"", ""period"": ""30 Aug 2024"", ""beta0"": 0.482439, ""beta1"": 3.014747, ""beta2"": -1.331195, ""beta3"": 6.594669, ""tau1"": 1.655585, ""tau2"": 11.742546}"
2024-09-02,0.490922,3.004934,-1.227178,6.768915,1.651186,11.834563,"{""date"": ""2024-09-02"", ""period"": ""02 Sep 2024"", ""beta0"": 0.490922, ""beta1"": 3.004934, ""beta2"": -1.227178, ""beta3"": 6.768915, ""tau1"": 1.651186, ""tau2"": 11.834563}"
2024-09-03,0.488851,3.039554,-1.315323,6.510331,1.673497,11.93707,"{""date"": ""2024-09-03"", ""period"": ""03 Sep 2024"", ""beta0"": 0.488851, ""beta1"": 3.039554, ""beta2"": -1.315323, ""beta3"": 6.510331, ""tau1"": 1.673497, ""tau2"": 11.93707}"
2024-09-04,0.50377,3.05155,-1.578007,6.467092,1.710328,12.217401,"{""date"": ""2024-09-04"", ""period"": ""04 Sep 2024"", ""beta0"": 0.50377, ""beta1"": 3.05155, ""beta2"": -1.578007, ""beta3"": 6.467092, ""tau1"": 1.710328, ""tau2"": 12.217401}"
2024-09-05,0.586202,3.019205,-0.856988,6.084176,1.233576,12.535397,"{""date"": ""2024-09-05"", ""period"": ""05 Sep 2024"", ""beta0"": 0.586202, ""beta1"": 3.019205, ""beta2"": -0.856988, ""beta3"": 6.084176, ""tau1"": 1.233576, ""tau2"": 12.535397}"
2024-09-06,0.537463,2.992188,-1.886369,6.360704,1.73989,11.606886,"{""date"": ""2024-09-06"", ""period"": ""06 Sep 2024"", ""beta0"": 0.537463, ""beta1"": 2.992188, ""beta2"": -1.886369, ""beta3"": 6.360704, ""tau1"": 1.73989, ""tau2"": 11.606886}"
2024-09-09,0.546313,3.055065,-1.433463,6.293187,1.420092,12.267142,"{""date"": ""2024-09-09"", ""period"": ""09 Sep 2024"", ""beta0"": 0.546313, ""beta1"": 3.055065, ""beta2"": -1.433463, ""beta3"": 6.293187, ""tau1"": 1.420092, ""tau2"": 12.267142}"
2024-09-10,0.54718,3.075274,-1.213533,6.264572,1.310136,12.590196,"{""date"": ""2024-09-10"", ""period"": ""10 Sep 2024"", ""beta0"": 0.54718, ""beta1"": 3.075274, ""beta2"": -1.213533, ""beta3"": 6.264572, ""tau1"": 1.310136, ""tau2"": 12.590196}"
2024-09-11,0.549512,3.170168,-1.140156,6.052397,1.149925,12.775975,"{""date"": ""2024-09-11"", ""period"": ""11 Sep 2024"", ""beta0"": 0.549512, ""beta1"": 3.170168, ""beta2"": -1.140156, ""beta3"": 6.052397, ""tau1"": 1.149925, ""tau2"": 12.775975}"
2024-09-12,0.492176,3.157824,-1.137624,6.286797,1.246645,12.620281,"{""date"": ""2024-09-12"", ""period"": ""12 Sep 2024"", ""beta0"": 0.492176, ""beta1"": 3.157824, ""beta2"": -1.137624, ""beta3"": 6.286797, ""tau1"": 1.246645, ""tau2"": 12.620281}"
2024-09-13,0.544237,3.160721,-0.183414,6.193123,0.871925,12.902796,"{""date"": ""2024-09-13"", ""period"": ""13 Sep 2024"", ""beta0"": 0.544237, ""beta1"": 3.160721, ""beta2"": -0.183414, ""beta3"": 6.193123, ""tau1"": 0.871925, ""tau2"": 12.902796}"
2024-09-16,0.491337,3.164277,-0.392197,6.304067,0.994402,12.928239,"{""date"": ""2024-09-16"", ""period"": ""16 Sep 2024"", ""beta0"": 0.491337, ""beta1"": 3.164277, ""beta2"": -0.392197, ""beta3"": 6.304067, ""tau1"": 0.994402, ""tau2"": 12.928239}"
2024-09-17,0.663215,3.013183,-0.048735,5.715156,0.803465,12.843304,"{""date"": ""2024-09-17"", ""period"": ""17 Sep 2024"", ""beta0"": 0.663215, ""beta1"": 3.013183, ""beta2"": -0.048735, ""beta3"": 5.715156, ""tau1"": 0.803465, ""tau2"": 12.843304}"
2024-09-18,0.642234,2.989587,-0.015505,5.958223,0.849563,12.858122,"{""date"": ""2024-09-18"", ""period"": ""18 Sep 2024"", ""beta0"": 0.642234, ""beta1"": 2.989587, ""beta2"": -0.015505, ""beta3"": 5.958223, ""tau1"": 0.849563, ""tau2"": 12.858122}"
